Vbs,	Vgs,	Vds,	Ids
-3.00000000,0.00000000,0.00000000,-0.00000000
-3.00000000,0.00000000,0.10000000,-0.00000003
-3.00000000,0.00000000,0.20000000,0.00000000
-3.00000000,0.00000000,0.30000000,0.00000004
-3.00000000,0.00000000,0.40000000,-0.00000004
-3.00000000,0.00000000,0.50000000,0.00000003
-3.00000000,0.00000000,0.60000000,0.00000002
-3.00000000,0.00000000,0.70000000,0.00000001
-3.00000000,0.00000000,0.80000000,-0.00000001
-3.00000000,0.00000000,0.90000000,-0.00000000
-3.00000000,0.00000000,1.00000000,0.00000001
-3.00000000,0.00000000,1.10000000,-0.00000002
-3.00000000,0.00000000,1.20000000,-0.00000003
-3.00000000,0.00000000,1.30000000,0.00000005
-3.00000000,0.00000000,1.40000000,-0.00000001
-3.00000000,0.00000000,1.50000000,-0.00000000
-3.00000000,0.00000000,1.60000000,-0.00000005
-3.00000000,0.00000000,1.70000000,0.00000001
-3.00000000,0.00000000,1.80000000,-0.00000002
-3.00000000,0.00000000,1.90000000,-0.00000006
-3.00000000,0.00000000,2.00000000,-0.00000001
-3.00000000,0.00000000,2.10000000,-0.00000003
-3.00000000,0.00000000,2.20000000,0.00000001
-3.00000000,0.00000000,2.30000000,0.00000003
-3.00000000,0.00000000,2.40000000,-0.00000005
-3.00000000,0.00000000,2.50000000,-0.00000000
-3.00000000,0.00000000,2.60000000,-0.00000002
-3.00000000,0.00000000,2.70000000,-0.00000003
-3.00000000,0.00000000,2.80000000,-0.00000005
-3.00000000,0.00000000,2.90000000,-0.00000003
-3.00000000,0.00000000,3.00000000,0.00000003
-3.00000000,0.00000000,3.10000000,-0.00000000
-3.00000000,0.00000000,3.20000000,-0.00000008
-3.00000000,0.00000000,3.30000000,0.00000008
-3.00000000,0.00000000,3.40000000,-0.00000007
-3.00000000,0.00000000,3.50000000,-0.00000001
-3.00000000,0.00000000,3.60000000,0.00000003
-3.00000000,0.00000000,3.70000000,-0.00000003
-3.00000000,0.00000000,3.80000000,-0.00000006
-3.00000000,0.00000000,3.90000000,-0.00000003
-3.00000000,0.00000000,4.00000000,-0.00000002
-3.00000000,0.00000000,4.10000000,-0.00000001
-3.00000000,0.00000000,4.20000000,-0.00000001
-3.00000000,0.00000000,4.30000000,-0.00000004
-3.00000000,0.00000000,4.40000000,0.00000003
-3.00000000,0.00000000,4.50000000,-0.00000001
-3.00000000,0.00000000,4.60000000,-0.00000001
-3.00000000,0.00000000,4.70000000,-0.00000001
-3.00000000,0.00000000,4.80000000,-0.00000001
-3.00000000,0.00000000,4.90000000,0.00000000
-3.00000000,0.00000000,5.00000000,0.00000002
-3.00000000,0.10000000,0.00000000,0.00000005
-3.00000000,0.10000000,0.10000000,0.00000000
-3.00000000,0.10000000,0.20000000,-0.00000005
-3.00000000,0.10000000,0.30000000,0.00000005
-3.00000000,0.10000000,0.40000000,-0.00000006
-3.00000000,0.10000000,0.50000000,-0.00000001
-3.00000000,0.10000000,0.60000000,-0.00000001
-3.00000000,0.10000000,0.70000000,-0.00000009
-3.00000000,0.10000000,0.80000000,0.00000000
-3.00000000,0.10000000,0.90000000,-0.00000002
-3.00000000,0.10000000,1.00000000,0.00000002
-3.00000000,0.10000000,1.10000000,0.00000001
-3.00000000,0.10000000,1.20000000,0.00000002
-3.00000000,0.10000000,1.30000000,-0.00000003
-3.00000000,0.10000000,1.40000000,0.00000000
-3.00000000,0.10000000,1.50000000,-0.00000003
-3.00000000,0.10000000,1.60000000,0.00000009
-3.00000000,0.10000000,1.70000000,-0.00000003
-3.00000000,0.10000000,1.80000000,0.00000003
-3.00000000,0.10000000,1.90000000,-0.00000001
-3.00000000,0.10000000,2.00000000,0.00000003
-3.00000000,0.10000000,2.10000000,0.00000006
-3.00000000,0.10000000,2.20000000,0.00000002
-3.00000000,0.10000000,2.30000000,0.00000002
-3.00000000,0.10000000,2.40000000,-0.00000004
-3.00000000,0.10000000,2.50000000,-0.00000001
-3.00000000,0.10000000,2.60000000,-0.00000005
-3.00000000,0.10000000,2.70000000,-0.00000002
-3.00000000,0.10000000,2.80000000,0.00000000
-3.00000000,0.10000000,2.90000000,0.00000003
-3.00000000,0.10000000,3.00000000,0.00000002
-3.00000000,0.10000000,3.10000000,0.00000002
-3.00000000,0.10000000,3.20000000,-0.00000001
-3.00000000,0.10000000,3.30000000,-0.00000002
-3.00000000,0.10000000,3.40000000,-0.00000005
-3.00000000,0.10000000,3.50000000,0.00000001
-3.00000000,0.10000000,3.60000000,-0.00000001
-3.00000000,0.10000000,3.70000000,-0.00000001
-3.00000000,0.10000000,3.80000000,0.00000001
-3.00000000,0.10000000,3.90000000,-0.00000001
-3.00000000,0.10000000,4.00000000,0.00000002
-3.00000000,0.10000000,4.10000000,-0.00000009
-3.00000000,0.10000000,4.20000000,0.00000002
-3.00000000,0.10000000,4.30000000,-0.00000000
-3.00000000,0.10000000,4.40000000,0.00000006
-3.00000000,0.10000000,4.50000000,0.00000001
-3.00000000,0.10000000,4.60000000,0.00000002
-3.00000000,0.10000000,4.70000000,0.00000002
-3.00000000,0.10000000,4.80000000,-0.00000002
-3.00000000,0.10000000,4.90000000,0.00000000
-3.00000000,0.10000000,5.00000000,-0.00000000
-3.00000000,0.20000000,0.00000000,0.00000002
-3.00000000,0.20000000,0.10000000,-0.00000004
-3.00000000,0.20000000,0.20000000,-0.00000002
-3.00000000,0.20000000,0.30000000,0.00000001
-3.00000000,0.20000000,0.40000000,0.00000001
-3.00000000,0.20000000,0.50000000,-0.00000002
-3.00000000,0.20000000,0.60000000,-0.00000000
-3.00000000,0.20000000,0.70000000,0.00000005
-3.00000000,0.20000000,0.80000000,-0.00000001
-3.00000000,0.20000000,0.90000000,0.00000000
-3.00000000,0.20000000,1.00000000,0.00000003
-3.00000000,0.20000000,1.10000000,0.00000000
-3.00000000,0.20000000,1.20000000,0.00000002
-3.00000000,0.20000000,1.30000000,0.00000002
-3.00000000,0.20000000,1.40000000,-0.00000004
-3.00000000,0.20000000,1.50000000,0.00000000
-3.00000000,0.20000000,1.60000000,0.00000001
-3.00000000,0.20000000,1.70000000,-0.00000003
-3.00000000,0.20000000,1.80000000,-0.00000003
-3.00000000,0.20000000,1.90000000,0.00000002
-3.00000000,0.20000000,2.00000000,0.00000005
-3.00000000,0.20000000,2.10000000,0.00000000
-3.00000000,0.20000000,2.20000000,0.00000000
-3.00000000,0.20000000,2.30000000,-0.00000004
-3.00000000,0.20000000,2.40000000,0.00000008
-3.00000000,0.20000000,2.50000000,0.00000003
-3.00000000,0.20000000,2.60000000,-0.00000000
-3.00000000,0.20000000,2.70000000,0.00000000
-3.00000000,0.20000000,2.80000000,-0.00000005
-3.00000000,0.20000000,2.90000000,-0.00000000
-3.00000000,0.20000000,3.00000000,-0.00000001
-3.00000000,0.20000000,3.10000000,0.00000002
-3.00000000,0.20000000,3.20000000,-0.00000000
-3.00000000,0.20000000,3.30000000,0.00000002
-3.00000000,0.20000000,3.40000000,0.00000000
-3.00000000,0.20000000,3.50000000,-0.00000001
-3.00000000,0.20000000,3.60000000,-0.00000001
-3.00000000,0.20000000,3.70000000,0.00000002
-3.00000000,0.20000000,3.80000000,-0.00000004
-3.00000000,0.20000000,3.90000000,-0.00000001
-3.00000000,0.20000000,4.00000000,0.00000001
-3.00000000,0.20000000,4.10000000,0.00000002
-3.00000000,0.20000000,4.20000000,0.00000001
-3.00000000,0.20000000,4.30000000,0.00000003
-3.00000000,0.20000000,4.40000000,-0.00000004
-3.00000000,0.20000000,4.50000000,0.00000001
-3.00000000,0.20000000,4.60000000,0.00000004
-3.00000000,0.20000000,4.70000000,0.00000003
-3.00000000,0.20000000,4.80000000,-0.00000000
-3.00000000,0.20000000,4.90000000,0.00000009
-3.00000000,0.20000000,5.00000000,-0.00000008
-3.00000000,0.30000000,0.00000000,0.00000002
-3.00000000,0.30000000,0.10000000,-0.00000004
-3.00000000,0.30000000,0.20000000,0.00000004
-3.00000000,0.30000000,0.30000000,0.00000000
-3.00000000,0.30000000,0.40000000,0.00000001
-3.00000000,0.30000000,0.50000000,0.00000000
-3.00000000,0.30000000,0.60000000,-0.00000001
-3.00000000,0.30000000,0.70000000,0.00000000
-3.00000000,0.30000000,0.80000000,-0.00000004
-3.00000000,0.30000000,0.90000000,-0.00000001
-3.00000000,0.30000000,1.00000000,-0.00000003
-3.00000000,0.30000000,1.10000000,0.00000000
-3.00000000,0.30000000,1.20000000,0.00000002
-3.00000000,0.30000000,1.30000000,-0.00000003
-3.00000000,0.30000000,1.40000000,0.00000001
-3.00000000,0.30000000,1.50000000,-0.00000003
-3.00000000,0.30000000,1.60000000,-0.00000007
-3.00000000,0.30000000,1.70000000,0.00000005
